personName;finalWorth;country;source;category;selfMade;rank;age;gender;title;
Rocco Commisso;7800.00.00;United States;Telecom;Telecom;TRUE;276;73.00.00;M;;
Li Shuirong & family;7800.00.00;China;Petrochemicals;Manufacturing;TRUE;276;66.00.00;M;;
Lin Shu-hong;7800.00.00;Taiwan;Petrochemicals;Manufacturing;TRUE;276;94.00.00;M;;
Qi Shi & family;7800.00.00;China;Financial information;Technology;TRUE;276;53.00.00;M;;
Yao Liangsong;7800.00.00;China;Furniture;Manufacturing;TRUE;276;58.00.00;M;;
Zhang Congyuan;7800.00.00;Taiwan;Shoes;Fashion & Retail;TRUE;276;75.00.00;M;;
Jean-Michel Besnier;7700.00.00;France;Cheese;Food & Beverage;FALSE;282;55.00.00;M;;
Marie Besnier Beauvalot;7700.00.00;France;Cheese;Food & Beverage;FALSE;282;42.00.00;F;;
David Geffen;7700.00.00;United States;Movies, record labels;Media & Entertainment;TRUE;282;80.00.00;M;Cofounder;
Robin Li;7700.00.00;China;Internet search;Technology;TRUE;282;54.00.00;M;Founder and CEO;
Liu Yonghao & family;7700.00.00;China;Agribusiness;Service;TRUE;282;71.00.00;M;;
Henry Samueli;7700.00.00;United States;Semiconductors;Technology;TRUE;282;68.00.00;M;Cofounder, Chief Technology Officer and Chairman;
Reinhold Schmieding;7700.00.00;United States;Medical devices;Healthcare;TRUE;282;68.00.00;M;;
Ivar Tollefsen;7700.00.00;Norway;Real estate;Real Estate;TRUE;282;61.00.00;M;;
Cao Renxian;7600.00.00;China;Photovoltaic equipment;Energy;TRUE;290;54.00.00;M;;
Hasmukh Chudgar & family;7600.00.00;India;Pharmaceuticals;Healthcare;TRUE;290;89.00.00;M;;
Andrew Currie;7600.00.00;United Kingdom;Chemicals;Manufacturing;TRUE;290;67.00.00;M;;
Joe Gebbia;7600.00.00;United States;Airbnb;Technology;TRUE;290;41.00.00;M;Cofounder & Chair of Airbnb.org;
Philip Ng;7600.00.00;Singapore;Real Estate;Real Estate;FALSE;290;64.00.00;M;;
John Reece;7600.00.00;United Kingdom;Chemicals;Manufacturing;TRUE;290;66.00.00;M;;
Leonard Stern;7600.00.00;United States;Real estate;Real Estate;FALSE;290;85.00.00;M;Chairman and CEO;
Joseph Tsai;7600.00.00;Hong Kong;E-commerce;Technology;TRUE;290;59.00.00;M;;
Zhong Huijuan;7600.00.00;China;Pharmaceuticals;Healthcare;TRUE;290;62.00.00;F;;
Arthur Blank;7500.00.00;United States;Home Depot;Sports;TRUE;299;80.00.00;M;Chairman;
Charles Butt;7500.00.00;United States;Supermarkets;Fashion & Retail;FALSE;299;85.00.00;M;;
Ding Shijia;7500.00.00;China;Sports apparel;Fashion & Retail;TRUE;299;59.00.00;M;;
Paul Tudor Jones; II.;7500.00.00;United States;Hedge funds;Finance & Investments;TRUE;299;68.00.00;M;Founder
Henry Kravis;7500.00.00;United States;Private equity;Finance & Investments;TRUE;299;79.00.00;M;Co-Chair and Co-CEO;
Zhang Yong;7500.00.00;Singapore;Restaurants;Food & Beverage;TRUE;299;52.00.00;M;;
James Goodnight;7400.00.00;United States;Software;Technology;TRUE;305;80.00.00;M;CEO;
Sri Prakash Lohia;7400.00.00;United Kingdom;Petrochemicals;Manufacturing;FALSE;305;70.00.00;M;;
Ma Jianrong;7400.00.00;China;Textiles, apparel;Fashion & Retail;TRUE;305;59.00.00;M;;
Robert Ng;7400.00.00;Singapore;Real estate;Real Estate;FALSE;305;71.00.00;M;;
Steven Rales;7400.00.00;United States;Manufacturing, investments;Manufacturing;TRUE;305;72.00.00;M;Investor;
Nassef Sawiris;7400.00.00;Egypt;Construction, investments;Construction & Engineering;FALSE;305;62.00.00;M;;
Harry Stine;7400.00.00;United States;Agriculture;Food & Beverage;TRUE;305;81.00.00;M;;
Benu Gopal Bangur;7300.00.00;India;Cement;Manufacturing;FALSE;312;91.00.00;M;;
Iskander Makhmudov;7300.00.00;Russia;Mining, metals, machinery;Metals & Mining;TRUE;312;59.00.00;M;;
Anders Holch Povlsen;7300.00.00;Denmark;Fashion retail;Fashion & Retail;FALSE;312;50.00.00;M;;
Enrique Razon Jr.;7300.00.00;Philippines;Ports;Logistics;FALSE;312;63.00.00;M;;
Wang Laichun;7300.00.00;China;Electronics components;Technology;TRUE;312;55.00.00;F;;
Arthur Dantchik;7200.00.00;United States;Trading, investments;Finance & Investments;TRUE;317;65.00.00;M;;
Terry Gou;7200.00.00;Taiwan;Electronics;Technology;TRUE;317;72.00.00;M;CEO;
Jeff Greene;7200.00.00;United States;Real estate, investments;Real Estate;TRUE;317;68.00.00;M;;
Don Hankey;7200.00.00;United States;Auto loans;Finance & Investments;TRUE;317;79.00.00;M;Chairman;
Richard Kinder;7200.00.00;United States;Pipelines;Energy;TRUE;317;78.00.00;M;Chairman and CEO;
Guillaume Pousaz;7200.00.00;United Arab Emirates;Fintech;Finance & Investments;TRUE;317;41.00.00;M;;
Takahisa Takahara;7200.00.00;Japan;Personal care goods;Fashion & Retail;FALSE;317;61.00.00;M;;
Zong Qinghou;7200.00.00;China;Beverages;Food & Beverage;TRUE;317;77.00.00;M;Chairman;
Judy Faulkner;7100.00.00;United States;Healthcare software;Technology;TRUE;325;79.00.00;F;Founder and CEO;
Johann Graf;7100.00.00;Austria;Gambling;Gambling & Casinos;TRUE;325;76.00.00;M;;
Tamara Gustavson;7100.00.00;United States;Self storage;Service;FALSE;325;61.00.00;F;;
Liang Wengen;7100.00.00;China;Construction equipment;Manufacturing;TRUE;325;66.00.00;M;;
Frederik Paulsen;7100.00.00;Switzerland;Health care;Healthcare;FALSE;325;72.00.00;M;;
Wee Cho Yaw;7100.00.00;Singapore;Banking;Finance & Investments;FALSE;325;94.00.00;M;;
Zhang Hejun;7100.00.00;China;Electronics;Manufacturing;TRUE;325;71.00.00;M;;
Marc Benioff;7000.00.00;United States;Business software;Technology;TRUE;332;58.00.00;M;Chairman and CEO;
Dmitri Bukhman;7000.00.00;United Kingdom;Online games;Media & Entertainment;TRUE;332;37.00.00;M;;
Igor Bukhman;7000.00.00;United Kingdom;Online games;Media & Entertainment;TRUE;332;41.00.00;M;;
Jack Dangermond;7000.00.00;United States;Mapping software;Technology;TRUE;332;77.00.00;M;;
Ashwin Dani & family;7000.00.00;India;Paints;Manufacturing;FALSE;332;80.00.00;M;;
Ralph Lauren;7000.00.00;United States;Apparel;Fashion & Retail;TRUE;332;83.00.00;M;Chairman ;
Law Kar Po;7000.00.00;Hong Kong;Real estate;Real Estate;FALSE;332;74.00.00;M;;
Rohiqa Cyrus Mistry;7000.00.00;India;Diversified;Diversified;FALSE;332;55.00.00;F;;
Shapoor Mistry;7000.00.00;India;Diversified;Diversified;FALSE;332;58.00.00;M;;
J. Christopher Reyes;7000.00.00;United States;Food distribution;Food & Beverage;TRUE;332;69.00.00;M;Co-Chairman;
Jude Reyes;7000.00.00;United States;Food distribution;Food & Beverage;TRUE;332;67.00.00;M;Co-Chairman;
Don Vultaggio & family;7000.00.00;United States;Beverages;Food & Beverage;TRUE;332;71.00.00;M;;
Alejandro Bailleres Gual & family;6900.00.00;Mexico;Diversified;Diversified;FALSE;344;62.00.00;M;;
Edythe Broad & family;6900.00.00;United States;Homebuilding, insurance;Diversified;FALSE;344;87.00.00;F;;
Pauline MacMillan Keinath;6900.00.00;United States;Cargill;Food & Beverage;FALSE;344;89.00.00;F;;
Philippe Laffont;6900.00.00;United States;Hedge fund;Finance & Investments;TRUE;344;55.00.00;M;Founder;
Liu Jincheng & family;6900.00.00;China;Lithium batteries;Manufacturing;TRUE;344;58.00.00;M;;
Igor Olenicoff;6900.00.00;United States;Real estate;Real Estate;TRUE;344;80.00.00;M;;
Sandra Ortega Mera;6900.00.00;Spain;Zara;Fashion & Retail;FALSE;344;54.00.00;F;;
Ronda Stryker;6900.00.00;United States;Medical equipment;Healthcare;FALSE;344;68.00.00;F;;
Dannine Avara;6800.00.00;United States;Pipelines;Energy;FALSE;352;59.00.00;F;;
Silvio Berlusconi & family;6800.00.00;Italy;Media;Diversified;TRUE;352;86.00.00;M;;
Denise Coates;6800.00.00;United Kingdom;Online gambling;Gambling & Casinos;TRUE;352;55.00.00;F;;
Scott Duncan;6800.00.00;United States;Pipelines;Energy;FALSE;352;40.00.00;M;;
Milane Frantz;6800.00.00;United States;Pipelines;Energy;FALSE;352;53.00.00;F;;
Edward Johnson; IV.;6800.00.00;United States;Fidelity;Finance & Investments;FALSE;352;58.00.00;M;
Yuri Milner;6800.00.00;United States;Tech investments;Finance & Investments;TRUE;352;61.00.00;M;Investor;
Gordon Moore;6800.00.00;United States;Intel;Technology;TRUE;352;94.00.00;M;Cofounder and Chairman Emeritus;
John Overdeck;6800.00.00;United States;Hedge funds;Finance & Investments;TRUE;352;53.00.00;M;Investor;
David Siegel;6800.00.00;United States;Hedge funds;Finance & Investments;TRUE;352;61.00.00;M;Investor;
Viktor Vekselberg;6800.00.00;Russia;Metals, investments;Diversified;TRUE;352;65.00.00;M;;
Wang Laisheng;6800.00.00;China;Electronics components;Technology;TRUE;352;58.00.00;M;;
Randa Duncan Williams;6800.00.00;United States;Pipelines;Energy;FALSE;352;61.00.00;F;Non-Executive Chairman of the Board;
Ken Fisher;6700.00.00;United States;Money management;Finance & Investments;TRUE;365;72.00.00;M;;
Christopher Hohn;6700.00.00;United Kingdom;Hedge funds;Finance & Investments;TRUE;365;56.00.00;M;Investor;
Kjeld Kirk Kristiansen;6700.00.00;Denmark;Lego;Manufacturing;FALSE;365;75.00.00;M;;
Sofie Kirk Kristiansen;6700.00.00;Denmark;Lego;Manufacturing;FALSE;365;47.00.00;F;;
Thomas Kirk Kristiansen;6700.00.00;Denmark;Lego;Manufacturing;FALSE;365;44.00.00;M;;
Massimiliana Landini Aleotti & family;6700.00.00;Italy;Pharmaceuticals;Healthcare;FALSE;365;80.00.00;F;;
Li Ping;6700.00.00;China;Batteries;Automotive;TRUE;365;55.00.00;M;;
Lin Jianhua;6700.00.00;China;Solar panel components;Manufacturing;TRUE;365;60.00.00;M;;
Magdalena Martullo-Blocher;6700.00.00;Switzerland;Chemicals;Manufacturing;FALSE;365;54.00.00;F;;
Xavier Niel;6700.00.00;France;Internet, telecom;Telecom;TRUE;365;55.00.00;M;;
Terrence Pegula;6700.00.00;United States;Natural gas;Energy;TRUE;365;72.00.00;M;Owner;
Edward Roski; Jr.;6700.00.00;United States;Real estate;Real Estate;FALSE;365;84.00.00;M;President and Chairman
John A. Sobrato & family;6700.00.00;United States;Real estate;Real Estate;TRUE;365;83.00.00;M;Founder and Chairman;
George Soros;6700.00.00;United States;Hedge funds;Finance & Investments;TRUE;365;92.00.00;M;Founder;
David Sun;6700.00.00;United States;Computer hardware;Technology;TRUE;365;71.00.00;M;COO;
Agnete Kirk Thinggaard;6700.00.00;Denmark;Lego;Manufacturing;FALSE;365;39.00.00;F;;
John Tu;6700.00.00;United States;Computer hardware;Technology;TRUE;365;81.00.00;M;President;
Xu Shihui;6700.00.00;China;Snacks, beverages;Food & Beverage;TRUE;365;65.00.00;M;;
Rahel Blocher;6600.00.00;Switzerland;Chemicals;Manufacturing;FALSE;383;47.00.00;F;;
Bubba Cathy;6600.00.00;United States;Chick-fil-A;Food & Beverage;FALSE;383;68.00.00;M;;
Dan Cathy;6600.00.00;United States;Chick-fil-A;Food & Beverage;FALSE;383;70.00.00;M;;
Trudy Cathy White;6600.00.00;United States;Chick-fil-A;Food & Beverage;FALSE;383;67.00.00;F;;
Bruce Kovner;6600.00.00;United States;Hedge funds;Finance & Investments;TRUE;383;78.00.00;M;Founder;
Henry Nicholas; III.;6600.00.00;United States;Semiconductors;Technology;TRUE;383;63.00.00;M;Cofounder
Nadia Thiele;6600.00.00;Germany;Investments;Finance & Investments;FALSE;383;47.00.00;F;;
David Bonderman;6500.00.00;United States;Private equity;Finance & Investments;TRUE;390;80.00.00;M;;
Melinda French Gates;6500.00.00;United States;Microsoft;Technology;FALSE;390;58.00.00;F;Cochair;
Nathan Kirsh;6500.00.00;Eswatini (Swaziland);Retail, real estate;Fashion & Retail;TRUE;390;91.00.00;M;;
Annette Lerner & family;6500.00.00;United States;Real estate;Real Estate;FALSE;390;93.00.00;F;;
David Reuben;6500.00.00;United Kingdom;Investments, real estate;Real Estate;TRUE;390;84.00.00;M;;
Simon Reuben;6500.00.00;Monaco;Real estate, investments;Diversified;TRUE;390;81.00.00;M;;
Radovan Vitek;6500.00.00;Switzerland;Real estate;Real Estate;TRUE;390;51.00.00;M;;
Carl Bennet;6400.00.00;Sweden;Investments;Finance & Investments;TRUE;397;71.00.00;M;;
Stephen Bisciotti;6400.00.00;United States;Staffing, Baltimore Ravens;Sports;TRUE;397;62.00.00;M;Owner;
Stanley Druckenmiller;6400.00.00;United States;Hedge funds;Finance & Investments;TRUE;397;69.00.00;M;Founder;
Jian Jun;6400.00.00;China;Biomedical products;Healthcare;TRUE;397;59.00.00;F;;
Alexei Kuzmichev;6400.00.00;France;Oil, banking, telecom;Energy;TRUE;397;60.00.00;M;;
Dmitry Rybolovlev & family;6400.00.00;Monaco;Fertilizer;Manufacturing;TRUE;397;56.00.00;M;;
Luis Carlos Sarmiento;6400.00.00;Colombia;Banking;Finance & Investments;TRUE;397;90.00.00;M;;
Dennis Washington;6400.00.00;United States;Construction, mining;Logistics;TRUE;397;88.00.00;M;;
Anthony Bamford & family;6300.00.00;United Kingdom;Construction equipment;Construction & Engineering;FALSE;405;77.00.00;M;;
Gao Jifan & family;6300.00.00;China;Solar equipment;Energy;TRUE;405;58.00.00;M;;
John Grayken;6300.00.00;United Kingdom;Private equity;Finance & Investments;TRUE;405;66.00.00;M;Investor;
Alain Merieux & family;6300.00.00;France;Pharmaceuticals;Healthcare;FALSE;405;85.00.00;M;;
Wang Yusuo & family;6300.00.00;China;Natural gas distribution;Energy;TRUE;405;59.00.00;M;;
Stef Wertheimer & family;6300.00.00;Israel;Metalworking tools;Manufacturing;TRUE;405;96.00.00;M;;
Maria Asuncion Aramburuzabala & family;6200.00.00;Mexico;Beer, investments;Food & Beverage;FALSE;411;59.00.00;F;;
Gustaf Douglas;6200.00.00;Sweden;Investments;Diversified;TRUE;411;85.00.00;M;;
Frits Goldschmeding;6200.00.00;Netherlands;Temp agency;Service;TRUE;411;89.00.00;M;;
Lin Muqin & family;6200.00.00;China;Beverages;Food & Beverage;TRUE;411;59.00.00;M;;
Ruan Liping;6200.00.00;China;Power strips;Manufacturing;TRUE;411;58.00.00;M;;
Ruan Xueping;6200.00.00;China;Power strip;Manufacturing;TRUE;411;51.00.00;M;;
Michal Solowow;6200.00.00;Poland;Investments;Finance & Investments;TRUE;411;60.00.00;M;;
Mike Adenuga;6100.00.00;Nigeria;Telecom, oil;Diversified;TRUE;418;69.00.00;M;;
Tom Gores;6100.00.00;United States;Private equity;Finance & Investments;TRUE;418;58.00.00;M;;
Michael Herz;6100.00.00;Germany;Coffee;Fashion & Retail;FALSE;418;79.00.00;M;;
Wolfgang Herz;6100.00.00;Germany;Coffee;Fashion & Retail;FALSE;418;72.00.00;M;;
Michael Kadoorie;6100.00.00;Hong Kong;Hotels, energy;Energy;FALSE;418;81.00.00;M;;
Sunil Mittal;6100.00.00;;Telecom;Telecom;TRUE;418;65.00.00;M;;
Zhou Qunfei;6100.00.00;Hong Kong;Smartphone screens;Technology;TRUE;418;53.00.00;F;Founder and CEO;
Alexander Abramov;6000.00.00;Russia;Steel, mining;Metals & Mining;TRUE;425;64.00.00;M;;
Rene Benko;6000.00.00;Austria;Real estate, retail;Real Estate;TRUE;425;46.00.00;M;;
Neil Bluhm;6000.00.00;United States;Real estate;Real Estate;TRUE;425;85.00.00;M;;
Alain Bouchard;6000.00.00;Canada;Convinience stores;Fashion & Retail;TRUE;425;74.00.00;M;Chairman and CEO;
Jay Chaudhry;6000.00.00;United States;Security software;Technology;TRUE;425;63.00.00;M;;
Gopikishan Damani;6000.00.00;India;Retail, investments;Fashion & Retail;TRUE;425;65.00.00;M;;
Sumet Jiaravanon;6000.00.00;Thailand;Diversified;Diversified;FALSE;425;88.00.00;M;;
Joe Lewis;6000.00.00;Bahamas;Investments;Finance & Investments;TRUE;425;86.00.00;M;;
Frank Lowy;6000.00.00;Israel;Investments;Finance & Investments;TRUE;425;92.00.00;M;;
Michael Milken;6000.00.00;United States;Investments;Finance & Investments;TRUE;425;76.00.00;M;;
David Steward;6000.00.00;United States;IT provider;Technology;TRUE;425;71.00.00;M;;
Les Wexner & family;6000.00.00;United States;Retail;Fashion & Retail;TRUE;425;85.00.00;M;;
Cai Kui;5900.00.00;China;Real estate;Real Estate;TRUE;437;60.00.00;M;;
Jaran Chiaravanont;5900.00.00;Thailand;Diversified;Diversified;FALSE;437;93.00.00;M;;
Andreas Halvorsen;5900.00.00;United States;Hedge funds;Finance & Investments;TRUE;437;61.00.00;M;Investor;
Antony Ressler;5900.00.00;United States;Finance;Finance & Investments;TRUE;437;62.00.00;M;;
Tsai Eng-meng;5900.00.00;China;Food, beverages;Food & Beverage;FALSE;437;66.00.00;M;;
Josh Harris;5800.00.00;United States;Private equity;Finance & Investments;TRUE;442;58.00.00;M;;
Niels Peter Louis-Hansen;5800.00.00;Denmark;Medical devices;Healthcare;FALSE;442;75.00.00;M;;
Patrick Soon-Shiong;5800.00.00;United States;Pharmaceuticals;Healthcare;TRUE;442;70.00.00;M;;
Rinat Akhmetov;5700.00.00;Ukraine;Steel, coal;Metals & Mining;TRUE;445;56.00.00;M;;
John Brown;5700.00.00;United States;Medical equipment;Healthcare;TRUE;445;88.00.00;M;;
Clive Calder;5700.00.00;Cayman Islands;Record label;Media & Entertainment;TRUE;445;76.00.00;M;;
Arthur Irving;5700.00.00;Canada;Oil;Energy;FALSE;445;93.00.00;M;;
Fredrik Lundberg;5700.00.00;Sweden;Real estate, investments;Real Estate;FALSE;445;71.00.00;M;;
Thomas Schmidheiny;5700.00.00;Switzerland;Cement;Construction & Engineering;FALSE;445;77.00.00;M;;
Helmut Sohmen;5700.00.00;Hong Kong;Shipping;Logistics;FALSE;445;83.00.00;M;;
Daniel Ziff;5700.00.00;United States;Investments;Finance & Investments;FALSE;445;51.00.00;M;;
Dirk Ziff;5700.00.00;United States;Investments;Finance & Investments;FALSE;445;59.00.00;M;;
Robert Ziff;5700.00.00;United States;Investments;Finance & Investments;FALSE;445;56.00.00;M;;
Maria Angelicoussis;5600.00.00;Greece;Shipping;Logistics;FALSE;455;41.00.00;F;;
Ray Lee Hunt;5600.00.00;United States;Oil, real estate;Energy;FALSE;455;79.00.00;M;;
Lai Meisong;5600.00.00;China;Package delivery;Logistics;TRUE;455;52.00.00;M;;
Vikram Lal & family;5600.00.00;India;Motorcycles;Automotive;FALSE;455;81.00.00;M;;
Ken Langone;5600.00.00;United States;Investments;Finance & Investments;TRUE;455;87.00.00;M;;
Li Ge;5600.00.00;China;Pharmaceutical ingredients;Healthcare;TRUE;455;56.00.00;M;;
Karen Pritzker;5600.00.00;United States;Hotels, investments;Finance & Investments;FALSE;455;65.00.00;F;;
Robert Rowling;5600.00.00;United States;Hotels, investments;Service;FALSE;455;69.00.00;M;;
Teddy Sagi;5600.00.00;Israel;Gambling software;Gambling & Casinos;TRUE;455;51.00.00;M;;
Seo Jung-jin;5600.00.00;South Korea;Biotech;Healthcare;TRUE;455;65.00.00;M;;
Wu Jianshu;5600.00.00;China;Auto parts;Automotive;TRUE;455;59.00.00;M;;
Micky Arison;5500.00.00;United States;Carnival Cruises;Service;FALSE;466;73.00.00;M;Chairman and CEO;
James Chambers;5500.00.00;United States;Media, automotive;Media & Entertainment;FALSE;466;65.00.00;M;;
Pierre Chen;5500.00.00;Taiwan;Electronics;Technology;TRUE;466;66.00.00;M;;
John Collison;5500.00.00;United States;Payments software;Technology;TRUE;466;32.00.00;M;Cofounder;
Patrick Collison;5500.00.00;United States;Payment software;Technology;TRUE;466;34.00.00;M;Cofounder;
Archie Aldis Emmerson & family;5500.00.00;United States;Timberland, lumber mills;Manufacturing;TRUE;466;93.00.00;M;;
Piero Ferrari;5500.00.00;Italy;Automobiles;Automotive;FALSE;466;77.00.00;M;;
Dan Friedkin;5500.00.00;United States;Toyota dealerships;Automotive;FALSE;466;58.00.00;M;owner and ceo;
James Irving;5500.00.00;Canada;Diversified;Diversified;FALSE;466;95.00.00;M;;
Jiang Weiping & family;5500.00.00;China;Chemicals;Manufacturing;TRUE;466;68.00.00;M;;
Wolfgang Marguerre & family;5500.00.00;Germany;Pharmaceuticals;Healthcare;TRUE;466;81.00.00;M;;
Ludwig Merckle;5500.00.00;Germany;Pharmaceuticals;Finance & Investments;FALSE;466;58.00.00;M;;
Mitchell Rales;5500.00.00;United States;Manufacturing, investments;Manufacturing;TRUE;466;66.00.00;M;;
Katharine Rayner;5500.00.00;United States;Media, automotive;Media & Entertainment;FALSE;466;78.00.00;F;;
Jean Salata;5500.00.00;Hong Kong;Finance;Finance & Investments;TRUE;466;57.00.00;M;;
Paul Singer;5500.00.00;United States;Hedge funds;Finance & Investments;TRUE;466;78.00.00;M;Investor;
Sergio Stevanato & family;5500.00.00;Italy;Medical packaging;Healthcare;TRUE;466;80.00.00;M;;
Margaretta Taylor;5500.00.00;United States;Media, automotive;Media & Entertainment;FALSE;466;80.00.00;F;;
Richard White;5500.00.00;Australia;Software;Technology;TRUE;466;68.00.00;M;;
Zhao Yan;5500.00.00;China;Biotech;Diversified;TRUE;466;56.00.00;F;;
Patrizio Bertelli;5400.00.00;Italy;Luxury goods;Fashion & Retail;TRUE;486;77.00.00;M;;
Mahendra Choksi & family;5400.00.00;India;Paints;Manufacturing;FALSE;486;81.00.00;M;;
Mat Ishbia;5400.00.00;United States;Mortgage lender;Finance & Investments;FALSE;486;43.00.00;M;;
Leo Koguan;5400.00.00;Singapore;IT provider;Technology;TRUE;486;68.00.00;M;;
Miao Hangen;5400.00.00;China;Textiles, petrochemicals;Diversified;TRUE;486;58.00.00;M;;
Michael Pieper;5400.00.00;Switzerland;Kitchen appliances;Manufacturing;TRUE;486;77.00.00;M;CEO of Artemis Group;
Miuccia Prada;5400.00.00;Italy;Luxury goods;Fashion & Retail;FALSE;486;73.00.00;F;CEO, Fashion Designer;
Wolfgang Reimann;5400.00.00;Germany;Consumer goods;Fashion & Retail;FALSE;486;70.00.00;M;;
Matthias Reimann-Andersen;5400.00.00;Germany;Consumer goods;Fashion & Retail;FALSE;486;58.00.00;M;;
Stefan Reimann-Andersen;5400.00.00;Austria;Consumer goods;Fashion & Retail;FALSE;486;59.00.00;M;;
Renate Reimann-Haas;5400.00.00;Austria;Consumer goods;Fashion & Retail;FALSE;486;71.00.00;F;;
Todd Boehly;5300.00.00;United States;Finance;Finance & Investments;TRUE;497;49.00.00;M;;
